Start Date,01/01/2010,,,,,
End Date,01/01/2023,,,,,
,,,,,,
,LME COPPER    3MO ($),LME ALUMINUM  3MO ($),LME ZINC      3MO ($),LME LEAD      3MO ($),LME TIN       3MO ($),Generic 1st 'CL' Future
,LMCADS03 Comdty,LMAHDS03 Comdty,LMZSDS03 Comdty,LMPBDS03 Comdty,LMSNDS03 Comdty,CL1 Comdty
,Settlement Price,Settlement Price,Settlement Price,Settlement Price,Settlement Price,Settlement Price
Dates,PX_SETTLE,PX_SETTLE,PX_SETTLE,PX_SETTLE,PX_SETTLE,PX_SETTLE
01/01/2010,7375,2230,2560,2432,16950,79.36
04/01/2010,7500,2267,2574,2515,17450,81.51
05/01/2010,7485,2302,2575,2522.5,17375,81.77
06/01/2010,7660,2377,2718,2680,17825,83.18
07/01/2010,7535,2310,2607,2599,17475,82.66
08/01/2010,7461,2284,2521,2532,17340,82.75
11/01/2010,7567.5,2330,2573,2531,17900,82.52
12/01/2010,7455,2281,2475,2432,17900,80.79
13/01/2010,7485,2294,2489,2480,18000,79.65
14/01/2010,7490,2335,2503,2507,18425,79.39
15/01/2010,7430,2306,2470,2435,18100,78
18/01/2010,7500,2303.5,2481,2465,18000,78
19/01/2010,7545,2293.5,2503,2425,17975,79.02
20/01/2010,7375,2267,2444,2295,17775,77.62
21/01/2010,7275,2239,2400,2260,17750,76.08
22/01/2010,7390,2231,2350,2237,17775,74.54
25/01/2010,7465,2242,2315,2220,17900,75.26
26/01/2010,7381,2220,2318.5,2200,17975,74.71
27/01/2010,7230,2180,2236,2125,17850,73.67
28/01/2010,6898,2108,2158,2057,17550,73.64
29/01/2010,6745,2079,2110,2025,17200,72.89
01/02/2010,6790,2085,2145,2045,16150,74.43
02/02/2010,6815,2120,2161,2117,16450,77.23
03/02/2010,6590,2083,2092,2021,16600,76.98
04/02/2010,6390,2044,2021,1964.5,16175,73.14
05/02/2010,6280,1980,1940,1936,15450,71.19
08/02/2010,6450,2012,2022.5,1965,15200,71.89
09/02/2010,6590,2056,2104,2032.5,15455,73.75
10/02/2010,6535,2035,2114,2045,15700,74.52
11/02/2010,6939,2056,2180,2125,16200,75.28
12/02/2010,6810,2055,2170,2134,16225,74.13
15/02/2010,6865,2054,2200,2180,16495,74.13
16/02/2010,7144,2131,2337,2298,16700,77.01
17/02/2010,7130,2122,2300,2290,16750,77.33
18/02/2010,7265,2114,2310,2319,16950,79.06
19/02/2010,7431.5,2139,2365,2359,17000,79.81
22/02/2010,7330,2151,2292.5,2325,17175,80.16
23/02/2010,7132,2126,2220,2235,16825,78.86
24/02/2010,7152.5,2137,2204,2215,16975,80
25/02/2010,6999,2086,2116,2150,16725,78.17
26/02/2010,7195,2134,2195,2165,17125,79.66
01/03/2010,7400,2143,2220,2170,17050,78.7
02/03/2010,7491,2168,2255,2199,17090,79.68
03/03/2010,7580,2210,2320,2238.5,17350,80.87
04/03/2010,7398,2219,2259,2170,17255,80.21
05/03/2010,7545,2230,2349,2230,17405,81.5
08/03/2010,7470,2231,2370,2257.5,17300,81.87
09/03/2010,7510,2258,2375,2245,17550,81.49
10/03/2010,7440,2232,2376,2289,17750,82.09
11/03/2010,7464,2235,2340,2251,17350,82.11
12/03/2010,7445,2260.5,2335,2265,17550,81.24
15/03/2010,7305,2227,2280,2204,17450,79.8
16/03/2010,7405,2258,2307,2220,17550,81.7
17/03/2010,7534,2295,2347,2255,17750,82.93
18/03/2010,7486,2276,2334,2245,17795,82.2
19/03/2010,7435,2258,2295,2195,17650,80.68
22/03/2010,7450,2255,2277,2165,17550,81.25
23/03/2010,7440,2258,2240,2104,17600,81.91
24/03/2010,7371,2222,2211,2026,17525,80.61
25/03/2010,7435,2219,2245,2077,17455,80.53
26/03/2010,7515,2220,2229,2125,17675,80
29/03/2010,7770,2283,2332,2151,18025,82.17
30/03/2010,7850,2294,2380,2135,18370,82.37
31/03/2010,7790,2323,2375,2147,18450,83.76
01/04/2010,7885,2352,2403,2210,18450,84.87
02/04/2010,7885,2352,2403,2210,18450,84.87
05/04/2010,7885,2352,2403,2210,18450,86.62
06/04/2010,7990,2365,2448,2300,18415,86.84
07/04/2010,7945,2352,2400,2290,18575,85.88
08/04/2010,7892,2358.5,2380,2290,18600,85.39
09/04/2010,7925,2406,2415,2332,18740,84.92
12/04/2010,7905,2417,2422,2358.5,18700,84.34
13/04/2010,7900,2436,2387,2358,18610,84.05
14/04/2010,7950,2462,2460,2360,18845,85.84
15/04/2010,7945,2472,2509,2340,18970,85.51
16/04/2010,7760,2434,2423,2261,19200,83.24
19/04/2010,7695,2369,2390,2236,18805,81.45
20/04/2010,7790,2385,2450,2355,19200,83.45
21/04/2010,7759,2351,2425,2320,19025,83.68
22/04/2010,7690,2320,2418,2308,18900,83.7
23/04/2010,7750,2334,2405,2300,19000,85.12
26/04/2010,7810,2316,2441,2359,19145,84.2
27/04/2010,7490,2150,2361,2300,18550,82.44
28/04/2010,7400,2190,2330,2237,18000,83.22
29/04/2010,7355,2200,2268,2230,18160,85.17
30/04/2010,7430,2255,2285,2230,18250,86.15
03/05/2010,7430,2255,2285,2230,18250,86.19
04/05/2010,7025.5,2163,2147,2060,17850,82.74
05/05/2010,6958.5,2121,2125,1940,17575,79.97
06/05/2010,6948,2103,2114,2001,17700,77.11
07/05/2010,6945,2072.5,2091,2050,17600,75.11
10/05/2010,7120,2147,2139,2108,17750,76.8
11/05/2010,7050,2105,2070,2050,17525,76.37
12/05/2010,7025,2121,2100,2045,17725,75.65
13/05/2010,7160,2170,2160,2065,17800,74.4
14/05/2010,6926,2101,2055,1940,17550,71.61
17/05/2010,6470,1990,1900,1805,17175,70.08
18/05/2010,6695,2052,1939,1835,17500,69.41
19/05/2010,6505,2002,1857.5,1756,17450,69.87
20/05/2010,6610,1992,1874,1745,17395,68.01
21/05/2010,6845,2055,1891,1811,17600,70.04
24/05/2010,6910,2084,1930,1830,17750,70.21
25/05/2010,6730,2017,1855,1745,17595,68.75
26/05/2010,6779,2014.5,1890,1753,17575,71.51
27/05/2010,6984,2065,1940,1844,17990,74.55
28/05/2010,6939,2043,1936,1850,17905,73.97
31/05/2010,6939,2043,1936,1850,17905,73.97
01/06/2010,6750,1990.5,1853,1750,17800,72.58
02/06/2010,6668,1984,1802,1696,17650,72.86
03/06/2010,6525,1955,1745,1645,17675,74.61
04/06/2010,6280,1881,1641,1607,16005,71.51
07/06/2010,6101,1867.5,1628,1554,15500,71.44
08/06/2010,6165,1920,1734,1606,15950,71.99
09/06/2010,6340,1928,1754,1680,16325,74.38
10/06/2010,6410,1949,1720,1684,16650,75.48
11/06/2010,6479,1945,1740,1670,16550,73.78
14/06/2010,6660,1994,1797,1715,16950,75.12
15/06/2010,6680,2012,1840,1759,17500,76.94
16/06/2010,6650,2005,1829,1760,17800,77.67
17/06/2010,6446,1966,1765,1764,17745,76.79
18/06/2010,6435,1944,1730,1745,17450,77.18
21/06/2010,6604,1961,1775,1833,17900,77.82
22/06/2010,6610,1959,1794,1828,18150,77.21
23/06/2010,6515,1941,1829.5,1815,17825,76.35
24/06/2010,6694,1965,1875,1820,18150,76.51
25/06/2010,6770,1997,1873,1815,18125,78.86
28/06/2010,6869,2029,1880,1860,18250,78.25
29/06/2010,6494,1947,1743,1720,17600,75.94
30/06/2010,6515,1977.5,1792.5,1750,17425,75.63
01/07/2010,6330,1926,1740,1735,16960,72.95
02/07/2010,6410,1936.5,1780,1753,17240,72.14
05/07/2010,6469,1937,1807,1765,17325,72.14
06/07/2010,6605,1995,1850,1780,17600,71.98
07/07/2010,6645,1986,1853,1795,17650,74.07
08/07/2010,6615,1989,1855,1828,17550,75.44
09/07/2010,6760,2004,1904,1845,17650,76.09
12/07/2010,6630,1971,1855.5,1784,17525,74.95
13/07/2010,6685,1995,1865,1825,18000,77.15
14/07/2010,6725,2009,1850,1828,17975,77.04
15/07/2010,6680,2016,1808,1798,17930,76.62
16/07/2010,6485,1978,1796.5,1770,17750,76.01
19/07/2010,6510,1972,1808,1775,17945,76.54
20/07/2010,6641,1971,1875,1839,18240,77.44
21/07/2010,6860,2008,1918,1866,18370,76.56
22/07/2010,7010,2044,1948.5,1940,18575,79.3
23/07/2010,7029,2030,1906,1979,19495,78.98
26/07/2010,7149,2056,1954,2015,19400,78.98
27/07/2010,7059,2056,1909,1977,19330,77.5
28/07/2010,7170,2068,1955,2017.5,19525,76.99
29/07/2010,7230.5,2093,1990,2050,19600,78.36
30/07/2010,7296.5,2175,2025,2077.5,19505,78.95
02/08/2010,7510,2217,2122,2214,19880,81.34
03/08/2010,7425,2204,2085,2220,19850,82.55
04/08/2010,7505,2228,2120,2243,20290,82.47
05/08/2010,7399,2200,2097,2185,20475,82.01
06/08/2010,7370,2191,2129,2161,20725,80.7
09/08/2010,7425,2182,2150,2200,21300,81.48
10/08/2010,7300,2170,2085,2125,20600,80.25
11/08/2010,7200,2142,2037,2065,19850,78.02
12/08/2010,7255,2163.5,2056,2100,20550,75.74
13/08/2010,7156,2110,2047,2057,20800,75.39
16/08/2010,7250,2118,2073,2095,21100,75.24
17/08/2010,7382,2141,2123,2130,21300,75.77
18/08/2010,7390,2105,2135,2123,21000,75.42
19/08/2010,7305,2066,2090,2105,21100,74.43
20/08/2010,7255,2040,2058,2056,20650,73.46
23/08/2010,7255,2040,2044,2048,20460,73.1
24/08/2010,7137,2028,1991,2012,20400,71.63
25/08/2010,7101,2003,1964,1961,20350,72.52
26/08/2010,7304.5,2023,2050,2025.5,21350,73.36
27/08/2010,7459,2058,2095,2090,21640,75.17
30/08/2010,7459,2058,2095,2090,21640,74.7
31/08/2010,7440,2058,2065,2070,21000,71.92
01/09/2010,7606,2108,2133,2115,21450,73.91
02/09/2010,7635,2145,2174,2155,21425,75.02
03/09/2010,7646,2147,2151,2168,21200,74.6
06/09/2010,7709,2193,2196,2196,20850,74.6
07/09/2010,7629,2165,2189,2184,20950,74.09
08/09/2010,7675,2160,2219,2235,21675,74.67
09/09/2010,7555,2105,2153,2201,21700,74.25
10/09/2010,7486,2100,2110,2185,21875,76.45
13/09/2010,7630,2130,2145,2251,22300,77.19
14/09/2010,7655,2160.5,2175,2243,22650,76.8
15/09/2010,7620,2154,2145,2237.5,23150,76.02
16/09/2010,7700,2165.5,2148,2202,23495,74.57
17/09/2010,7720,2180,2151,2202.5,23600,73.66
20/09/2010,7715,2195,2180,2195,23450,74.86
21/09/2010,7680,2175,2142,2175,23000,73.52
22/09/2010,7845,2235,2191,2223.5,23300,74.71
23/09/2010,7885,2292,2250,2275,23695,75.18
24/09/2010,7945,2318,2247,2296,23600,76.49
27/09/2010,7910,2293,2207.5,2269,23650,76.52
28/09/2010,7951,2309,2220,2281,24000,76.18
29/09/2010,8064,2341,2225,2300,24325,77.86
30/09/2010,8014,2351,2195,2278,24250,79.97
01/10/2010,8100,2359,2229,2295,24900,81.58
04/10/2010,8064,2363,2230,2277,25200,81.47
05/10/2010,8176,2380,2312,2311,25925,82.82
06/10/2010,8259,2365,2334,2316,26250,83.23
07/10/2010,8100,2325,2261,2209,25600,81.67
08/10/2010,8310,2420,2290,2272,26350,82.66
11/10/2010,8290,2400,2330,2315,26195,82.21
12/10/2010,8345,2437,2370,2376,26500,81.67
13/10/2010,8362,2417,2410,2435,26775,83.01
14/10/2010,8400,2413,2414,2411,26950,82.69
15/10/2010,8400,2377,2423,2425,26725,81.25
18/10/2010,8443,2410,2425,2437.5,26650,83.08
19/10/2010,8260,2355.5,2392,2400,25900,79.49
20/10/2010,8340,2362,2440,2450,26750,81.77
21/10/2010,8307,2350,2474,2485,26450,80.56
22/10/2010,8334,2365,2512,2530,26400,81.69
25/10/2010,8518,2373,2565,2585,26900,82.52
26/10/2010,8510,2390,2615,2593,26700,82.55
27/10/2010,8300,2323,2510,2544,26050,81.94
28/10/2010,8340,2347,2494,2505.5,26250,82.18
29/10/2010,8200,2344,2423,2449,25600,81.43
01/11/2010,8300,2371,2449,2465,25600,82.95
02/11/2010,8435,2430,2453,2490,25800,83.9
03/11/2010,8320,2418,2405,2436,25850,84.69
04/11/2010,8599,2458,2512,2529,26500,86.49
05/11/2010,8655,2452,2528,2506,26440,86.85
08/11/2010,8660,2430,2479.5,2505,26600,87.06
09/11/2010,8858,2469,2580,2609,27350,86.72
10/11/2010,8760,2448,2525,2604,26950,87.81
11/11/2010,8830,2457,2542,2610,26995,87.81
12/11/2010,8615,2404,2394,2520,26150,84.88
15/11/2010,8645,2400,2338,2455,25900,84.86
16/11/2010,8150,2242,2139,2256,24525,82.34
17/11/2010,8190,2275.5,2113,2265,24750,80.44
18/11/2010,8425,2308,2186,2315,25100,81.85
19/11/2010,8404,2260,2160,2277,25000,81.51
22/11/2010,8290,2288,2138,2250,24300,81.74
23/11/2010,8140,2255,2086,2186.5,23900,81.25
24/11/2010,8250,2259,2122,2222.5,24300,83.86
25/11/2010,8340,2281,2195,2331,24325,83.86
26/11/2010,8239,2270,2105,2280,24200,83.76
29/11/2010,8220,2270,2078,2188,23900,85.73
30/11/2010,8360,2275,2112,2230,24495,84.11
01/12/2010,8585,2340,2160,2270,24800,86.75
02/12/2010,8720,2348,2260,2374,25550,88
03/12/2010,8725,2319,2219.5,2340,25550,89.19
06/12/2010,8769.5,2305,2219,2351,25475,89.38
07/12/2010,8880,2305,2305,2400,25200,88.69
08/12/2010,9015,2373,2311,2405,25600,88.28
09/12/2010,8950,2338,2300,2405,25895,88.37
10/12/2010,8990,2308,2274,2390,25800,87.79
13/12/2010,9225,2331,2322,2440,26150,88.61
14/12/2010,9165,2351,2300,2450,26250,88.28
15/12/2010,9095,2321,2258,2425,25825,88.62
16/12/2010,8991,2318,2220,2365,26150,87.7
17/12/2010,9070,2335,2275,2420,26050,88.02
20/12/2010,9201,2378,2289,2440,26190,88.81
21/12/2010,9365,2435,2330,2434,26890,89.82
22/12/2010,9350,2462,2330,2440,26825,90.48
23/12/2010,9300,2432,2298,2450,26875,91.51
24/12/2010,9346,2412,2308,2430,26800,91.51
27/12/2010,9346,2412,2308,2430,26800,91
28/12/2010,9346,2412,2308,2430,26800,91.49
29/12/2010,9400,2455,2399,2530,26550,91.12
30/12/2010,9495,2454,2409,2517,26525,89.84
31/12/2010,9600,2470,2454,2550,26900,91.38
03/01/2011,9600,2470,2454,2550,26900,91.55
04/01/2011,9580,2484,2470,2609,26345,89.38
05/01/2011,9550,2464,2464,2660,26225,90.3
06/01/2011,9475,2519,2455,2656,26225,88.38
07/01/2011,9415,2518,2445,2649,26450,88.03
10/01/2011,9321,2488,2379,2589,26275,89.25
11/01/2011,9510,2497,2405,2595,26550,91.11
12/01/2011,9690,2505,2479,2661,27035,91.86
13/01/2011,9615,2484,2462,2635,26850,91.4
14/01/2011,9650,2472,2457,2680,26850,91.54
17/01/2011,9630,2435,2455,2641,26950,91.54
18/01/2011,9700,2450,2436,2623.5,26925,91.38
19/01/2011,9575,2430,2390,2531,26875,90.86
20/01/2011,9355,2408,2330,2437,26975,88.86
21/01/2011,9441,2419,2318,2425,27745,89.11
24/01/2011,9529,2413,2302,2405,28095,87.87
25/01/2011,9250,2361,2221,2337,28195,86.19
26/01/2011,9330,2387,2279,2376,28625,87.33
27/01/2011,9441,2427,2260,2420,29100,85.64
28/01/2011,9530,2472,2354,2437.5,29650,89.34
31/01/2011,9745,2520,2427,2510,30100,92.19
01/02/2011,9945,2551,2472,2540,30155,90.77
02/02/2011,9945,2525,2475,2565,30650,90.86
03/02/2011,9930,2528,2472,2554.5,30545,90.54
04/02/2011,10050,2541,2506,2584,31200,89.03
07/02/2011,10045,2550,2508,2582,31300,87.48
08/02/2011,10060,2565,2511,2569,31400,86.94
09/02/2011,9925,2545,2458,2520,31255,86.71
10/02/2011,9940,2537.5,2450,2510,31495,86.73
11/02/2011,9961,2495,2465,2560,31775,85.58
14/02/2011,10160,2514,2521,2640,32450,84.81
15/02/2011,10011,2505,2491,2635,32500,84.32
16/02/2011,9842,2504,2486,2592,32500,84.99
17/02/2011,9805,2512,2512,2585,31650,86.36
18/02/2011,9860,2568,2553,2667.5,32350,86.2
21/02/2011,9810,2580,2596,2675,32350,86.2
22/02/2011,9580,2528,2490,2565,31650,93.57
23/02/2011,9425,2530,2495,2539,31525,98.1
24/02/2011,9502,2541,2473,2500,31650,97.28
25/02/2011,9760,2565,2491,2517.5,32050,97.88
28/02/2011,9885,2600,2520,2562,32325,96.97
01/03/2011,9859.5,2610,2515,2555,32200,99.63
02/03/2011,9890,2603,2480,2564,31600,102.23
03/03/2011,9915,2612,2512,2618,31650,101.91
04/03/2011,9895,2600,2461,2630,31875,104.42
07/03/2011,9499,2558,2370,2580,30750,105.44
08/03/2011,9530,2596,2395,2590,30600,105.02
09/03/2011,9275,2579,2273,2480,29525,104.38
10/03/2011,9191,2586,2286,2430,29400,102.7
11/03/2011,9190,2545,2275,2427,29500,101.16
14/03/2011,9190,2558,2330,2519,29900,101.19
15/03/2011,9118,2493,2282,2509.5,28600,97.18
16/03/2011,9260,2458,2288,2580,28600,97.98
17/03/2011,9565,2523,2334,2651,29375,101.42
18/03/2011,9510,2560,2325,2677,29400,101.07
21/03/2011,9397.5,2570,2280,2645,29700,102.33
22/03/2011,9490,2600,2331,2670,30150,104
23/03/2011,9727,2631,2424,2716,31350,105.75
24/03/2011,9715,2630,2420,2690,31750,105.6
25/03/2011,9685,2641,2377,2670,31800,105.4
28/03/2011,9535,2615,2339,2633,31550,103.98
29/03/2011,9585,2648,2375,2687,31560,104.79
30/03/2011,9381,2629,2338,2655,31250,104.27
31/03/2011,9428,2648,2362,2695,31800,106.72
01/04/2011,9360,2631,2390,2698,31575,107.94
04/04/2011,9330,2633,2417,2752,31625,108.47
05/04/2011,9390,2641,2425,2790,31605,108.34
06/04/2011,9605,2670,2450,2820,32100,108.83
07/04/2011,9670,2672,2452,2790,32550,110.3
08/04/2011,9875,2712,2534,2850,33050,112.79
11/04/2011,9855,2688,2545,2855,33300,109.92
12/04/2011,9625,2660,2469,2725,32550,106.25
13/04/2011,9510,2643,2421,2679.5,32250,107.11
14/04/2011,9410,2643,2399,2613.5,32225,108.11
15/04/2011,9405,2694,2398,2651,33100,109.66
18/04/2011,9225,2674,2325,2528,32350,107.12
19/04/2011,9340,2714,2329,2557,32400,108.15
20/04/2011,9580,2730,2356,2612,32650,111.45
21/04/2011,9705,2745,2360,2601,32725,112.29
22/04/2011,9705,2745,2360,2601,32725,112.29
25/04/2011,9705,2745,2360,2601,32725,112.28
26/04/2011,9545,2747,2260.5,2558,32725,112.21
27/04/2011,9321,2744,2240,2498,32000,112.76
28/04/2011,9320,2767.5,2247,2491,32050,112.86
29/04/2011,9320,2767.5,2247,2491,32050,113.93
02/05/2011,9320,2767.5,2247,2491,32050,113.52
03/05/2011,9350,2797,2245,2509.5,32300,111.05
04/05/2011,9124,2752,2190,2455,30950,109.24
05/05/2011,8820,2635,2125,2296,28900,99.8
06/05/2011,8830,2608,2140,2280,29650,97.18
09/05/2011,8890,2610,2164,2300,29795,102.55
10/05/2011,8910,2652,2173,2335,29600,103.88
11/05/2011,8700,2612,2160,2295,29125,98.21
12/05/2011,8730,2615,2142.5,2307.5,29300,98.97
13/05/2011,8788,2568,2154,2291,28600,99.65
16/05/2011,8839,2548,2155,2283,28000,97.37
17/05/2011,8799,2501,2091,2309,27875,96.91
18/05/2011,9065,2556,2188,2445,28355,100.1
19/05/2011,8949,2499,2135,2473,28250,98.44
20/05/2011,9071,2500,2151,2510,27750,99.49
23/05/2011,8794,2478,2119,2449,26725,97.7
24/05/2011,8861,2504,2191,2488,27250,99.59
25/05/2011,9065,2540,2246,2522,27700,101.32
26/05/2011,9020,2562,2260,2491,26900,100.23
27/05/2011,9199,2625,2274,2505,27500,100.59
30/05/2011,9199,2625,2274,2505,27500,100.59
31/05/2011,9215,2675,2266,2521,27940,102.7
01/06/2011,9102,2668,2258,2500,27595,100.29
02/06/2011,8920,2616,2220,2405,26600,100.4
03/06/2011,9099,2637,2258,2433,26400,100.22
06/06/2011,9135,2664,2273,2502,26005,99.01
07/06/2011,9140,2687,2272,2548,25825,99.09
08/06/2011,9031,2668,2293,2577,25695,100.74
09/06/2011,9055,2660,2285,2609,25705,101.93
10/06/2011,8938,2619,2255,2545,25350,99.29
13/06/2011,8912,2590,2247,2535,24800,97.3
14/06/2011,9169,2627,2280,2580,25650,99.37
15/06/2011,9154,2591,2246,2518,25150,94.81
16/06/2011,9065,2557,2205.5,2481,24905,94.95
17/06/2011,9095,2545,2188,2450,25005,93.01
20/06/2011,9005,2531,2172,2450,24800,93.26
21/06/2011,9080,2541,2212,2460,25450,93.4
22/06/2011,9015,2550,2252,2544,25375,95.41
23/06/2011,8960,2509,2260,2549,25200,91.02
24/06/2011,9045,2500,2254,2580,24975,91.16
27/06/2011,8970,2510,2254,2567,25075,90.61
28/06/2011,9072,2520,2280,2584.5,25375,92.89
29/06/2011,9320,2533,2317,2634,25845,94.77
30/06/2011,9430,2532,2365,2684,26050,95.42
01/07/2011,9445,2503,2365,2674,25655,94.94
04/07/2011,9455,2511,2398,2684,25650,94.94
05/07/2011,9540,2575,2411,2700,26350,96.89
06/07/2011,9521,2556,2380,2700,26745,96.65
07/07/2011,9740,2591,2412,2721,27540,98.67
08/07/2011,9661,2535,2356,2719,26800,96.2
11/07/2011,9570,2478,2311,2676,26600,95.15
12/07/2011,9650,2492,2349,2732.5,27150,97.43
13/07/2011,9650,2513,2361,2701,27400,98.05
14/07/2011,9630,2507,2350,2665,27425,95.69
15/07/2011,9672,2494,2377.5,2708,27200,97.24
18/07/2011,9694,2497,2431,2730,27375,95.93
19/07/2011,9840,2550,2490,2770,27890,97.5
20/07/2011,9755,2536,2454,2695,28300,98.14
21/07/2011,9680,2540,2450,2700,28300,99.13
22/07/2011,9675,2590,2495,2690,28295,99.87
25/07/2011,9655,2620,2470,2675,28150,99.2
26/07/2011,9820,2650,2531,2720,28600,99.59
27/07/2011,9779,2644,2522,2690,28745,97.4
28/07/2011,9814,2638,2520,2655.5,28500,97.44
29/07/2011,9830,2624,2490,2613,28100,95.7
01/08/2011,9650,2585,2461,2565,28100,94.89
02/08/2011,9680,2583,2440,2561,27250,93.79
03/08/2011,9535,2525,2377,2522,26300,91.93
04/08/2011,9355,2476,2330,2490,25505,86.63
05/08/2011,9041,2402,2200,2361,24350,86.88
08/08/2011,8781,2385.5,2091,2205,22505,81.31
09/08/2011,8731,2407,2100,2254,22750,79.3
10/08/2011,8595,2396,2100.5,2275,22745,82.89
11/08/2011,8881,2413,2186,2385,23605,85.72
12/08/2011,8865,2400,2177,2380,24700,85.38
15/08/2011,8908,2375,2183,2398,24450,87.88
16/08/2011,8830,2375,2182,2356,24150,86.65
17/08/2011,8965,2395,2215,2366,24005,87.58
18/08/2011,8770,2338,2178,2301,22750,82.38
19/08/2011,8825,2355,2193,2302,22800,82.26
22/08/2011,8720,2337,2153,2261,22850,84.12
23/08/2011,8850,2371,2190,2335,23350,85.44
24/08/2011,8875,2364,2177.5,2348,23250,85.16
25/08/2011,9030,2366,2228,2401.5,23350,85.3
26/08/2011,9075,2378,2247,2485,23805,85.37
29/08/2011,9075,2378,2247,2485,23805,87.27
30/08/2011,9160,2425,2285,2558,24005,88.9
31/08/2011,9275,2469,2292,2580,24400,88.81
01/09/2011,9145,2455,2239,2550,24245,88.93
02/09/2011,9076,2436,2195,2460,24250,86.45
05/09/2011,8960,2387.5,2172,2435,23950,86.45
06/09/2011,8933,2380,2188,2385,23850,86.02
07/09/2011,9092,2404,2240,2415,24375,89.34
08/09/2011,9115,2420,2251,2490,24475,89.05
09/09/2011,8821,2367,2185,2449.5,23505,87.24
12/09/2011,8754.5,2372,2213,2423,23450,88.19
13/09/2011,8770,2370,2193,2389,23650,90.21
14/09/2011,8630,2359,2161,2343,23400,88.91
15/09/2011,8711,2374,2189.5,2385.5,23600,89.4
16/09/2011,8696,2380,2159,2365,23100,87.96
19/09/2011,8364,2340.5,2100,2301,22710,85.7
20/09/2011,8305,2326,2083,2320,22650,86.89
21/09/2011,8300,2318,2076.5,2220,21650,85.92
22/09/2011,7674,2227,2009,2105,19830,80.51
23/09/2011,7360,2206,1910.5,1955,20200,79.85
26/09/2011,7266,2204,1881.5,1877,20325,80.24
27/09/2011,7594,2245,1972,2025,21795,84.45
28/09/2011,7251,2235,1941,2009,20550,81.21
29/09/2011,7230,2247,1925,2020,20675,82.14
30/09/2011,7018.5,2157,1860,1985,20350,79.2
03/10/2011,6990,2203,1893,1961,20500,77.61
04/10/2011,6800,2174,1860,1886,20995,75.67
05/10/2011,6820,2170,1845,1892,21100,79.68
06/10/2011,7225,2228,1867,1922,22145,82.59
07/10/2011,7369,2228,1920,1940,22950,82.98
10/10/2011,7495,2259,1950.5,2005,23050,85.41
11/10/2011,7290,2231,1912,1985,22400,85.81
12/10/2011,7525,2248,1945,2070,23000,85.57
13/10/2011,7310,2207,1923.5,2036,22000,84.23
14/10/2011,7545,2225,1931,2026,21800,86.8
17/10/2011,7495,2216,1905,1985.5,21495,86.38
18/10/2011,7448,2208,1882,1925,21345,88.34
19/10/2011,7210,2182,1838,1870,21925,86.11
20/10/2011,6735,2085,1740,1790,21200,85.3
21/10/2011,7145,2125,1805,1915,21675,87.4
24/10/2011,7635,2218,1876,2019,22545,91.27
25/10/2011,7530,2224,1842,1962.5,22250,93.17
26/10/2011,7680,2215,1855,1924,21375,90.2
27/10/2011,8145,2255,1945,2040,22050,93.96
28/10/2011,8175,2242,1985,2090,22100,93.32
31/10/2011,7990,2218,2000,2082,22000,93.19
01/11/2011,7730,2111,1914,1982,21775,92.19
02/11/2011,7885,2127,1927,2024,22000,92.51
03/11/2011,7915,2146,1969.5,2035,22000,94.07
04/11/2011,7870,2140,1950,2048,22050,94.26
07/11/2011,7825,2121,1952,2010,22000,95.52
08/11/2011,7800,2140,2000,2021,22205,96.8
09/11/2011,7625,2125,1934,1978,22000,95.74
10/11/2011,7476.5,2140,1890,1943,21205,97.78
11/11/2011,7639,2162,1920,1995,21925,98.99
14/11/2011,7760,2165,1943,2055,21475,98.14
15/11/2011,7685,2122,1907,2006,21175,99.37
16/11/2011,7730,2157,1960,2030,21700,102.59
17/11/2011,7540,2094,1927,2014,21350,98.82
18/11/2011,7525,2110,1965,2059,21275,97.41
21/11/2011,7310,2067,1915,1993,20400,96.92
22/11/2011,7330,2070.5,1940,2019.5,20800,98.01
23/11/2011,7240,2024,1914,2005,20200,96.17
24/11/2011,7265,2019,1888,1992,20350,96.17
25/11/2011,7230,1992,1910,2004,20700,96.77
28/11/2011,7495,2026,1957,2025,20850,98.21
29/11/2011,7490,1996,1958,2031,20570,99.79
30/11/2011,7885,2110,2071,2110,20900,100.36
01/12/2011,7790,2145,2045,2105,20100,100.2
02/12/2011,7890,2130,2052,2110,19995,100.96
05/12/2011,7940,2130,2040,2120,20000,100.99
06/12/2011,7835,2113,2045,2125,20325,101.28
07/12/2011,7820,2078,2027,2148,20500,100.49
08/12/2011,7710,2065,1985,2103,20150,98.34
09/12/2011,7815,2065,2003,2165,20250,99.41
12/12/2011,7606,2015,1933,2105.5,19850,97.77
13/12/2011,7600,2001.5,1912,2085,19550,100.14
14/12/2011,7210,1962,1845,1998,18525,94.95
15/12/2011,7211,1975,1845.5,1975,18600,93.87
16/12/2011,7345,2004,1868,1960,18800,93.53
19/12/2011,7260,1962,1838,1937,18695,93.88
20/12/2011,7410,2003,1867,1959,19000,97.22
21/12/2011,7455,1994,1851,1966,19200,98.67
22/12/2011,7540,2019,1850,2000,19225,99.53
23/12/2011,7641,2016,1855,2020,19300,99.68
26/12/2011,7641,2016,1855,2020,19300,99.68
27/12/2011,7641,2016,1855,2020,19300,101.34
28/12/2011,7465,2000,1810,1960,18600,99.36
